"","vector","type","label","units","parent_vector","aggregation","details"
"1384","v_CA11N_129","Female","Germany","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Germany"
"1385","v_CA11N_130","Total","Poland","Number","v_CA11N_118","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Poland"
"1386","v_CA11N_131","Male","Poland","Number","v_CA11N_119","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Poland"
"1387","v_CA11N_132","Female","Poland","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Poland"
"1388","v_CA11N_133","Total","Portugal","Number","v_CA11N_118","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Portugal"
"1389","v_CA11N_134","Male","Portugal","Number","v_CA11N_119","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Portugal"
"1390","v_CA11N_135","Female","Portugal","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Portugal"
"1391","v_CA11N_136","Total","Netherlands","Number","v_CA11N_118","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Netherlands"
"1392","v_CA11N_137","Male","Netherlands","Number","v_CA11N_119","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Netherlands"
"1393","v_CA11N_138","Female","Netherlands","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Netherlands"
"1394","v_CA11N_139","Total","France","Number","v_CA11N_118","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; France"
"1395","v_CA11N_140","Male","France","Number","v_CA11N_119","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; France"
"1396","v_CA11N_141","Female","France","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; France"
"1397","v_CA11N_142","Total","Romania","Number","v_CA11N_118","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Romania"
"1398","v_CA11N_143","Male","Romania","Number","v_CA11N_119","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Romania"
"1399","v_CA11N_144","Female","Romania","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Romania"
"1400","v_CA11N_145","Total","Russian Federation","Number","v_CA11N_118","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Russian Federation"
"1401","v_CA11N_146","Male","Russian Federation","Number","v_CA11N_119","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Russian Federation"
"1402","v_CA11N_147","Female","Russian Federation","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Russian Federation"
"1403","v_CA11N_148","Total","Greece","Number","v_CA11N_118","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Greece"
"1404","v_CA11N_149","Male","Greece","Number","v_CA11N_119","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Greece"
"1405","v_CA11N_150","Female","Greece","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Greece"
"1406","v_CA11N_151","Total","Ukraine","Number","v_CA11N_118","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Ukraine"
"1407","v_CA11N_152","Male","Ukraine","Number","v_CA11N_119","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Ukraine"
"1408","v_CA11N_153","Female","Ukraine","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Ukraine"
"1409","v_CA11N_154","Total","Croatia","Number","v_CA11N_118","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Croatia"
"1410","v_CA11N_155","Male","Croatia","Number","v_CA11N_119","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Croatia"
"1411","v_CA11N_156","Female","Croatia","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Croatia"
"1412","v_CA11N_157","Total","Hungary","Number","v_CA11N_118","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Hungary"
"1413","v_CA11N_158","Male","Hungary","Number","v_CA11N_119","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Hungary"
"1414","v_CA11N_159","Female","Hungary","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Hungary"
"1415","v_CA11N_160","Total","Bosnia and Herzegovina","Number","v_CA11N_118","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Bosnia and Herzegovina"
"1416","v_CA11N_161","Male","Bosnia and Herzegovina","Number","v_CA11N_119","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Bosnia and Herzegovina"
"1417","v_CA11N_162","Female","Bosnia and Herzegovina","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Bosnia and Herzegovina"
"1418","v_CA11N_163","Total","Serbia","Number","v_CA11N_118","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Serbia"
"1419","v_CA11N_164","Male","Serbia","Number","v_CA11N_119","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Serbia"
"1420","v_CA11N_165","Female","Serbia","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Serbia"
"1421","v_CA11N_166","Total","Ireland, Republic of","Number","v_CA11N_118","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Ireland, Republic of"
"1422","v_CA11N_167","Male","Ireland, Republic of","Number","v_CA11N_119","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Ireland, Republic of"
"1423","v_CA11N_168","Female","Ireland, Republic of","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Ireland, Republic of"
"1424","v_CA11N_169","Total","Other places of birth in Europe","Number","v_CA11N_118","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Other places of birth in Europe"
"1425","v_CA11N_170","Male","Other places of birth in Europe","Number","v_CA11N_119","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Other places of birth in Europe"
"1426","v_CA11N_171","Female","Other places of birth in Europe","Number","v_CA11N_120","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Europe; Other places of birth in Europe"
"1427","v_CA11N_172","Total","Africa","Number","v_CA11N_79","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa"
"1428","v_CA11N_173","Male","Africa","Number","v_CA11N_80","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa"
"1429","v_CA11N_174","Female","Africa","Number","v_CA11N_81","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa"
"1430","v_CA11N_175","Total","Morocco","Number","v_CA11N_172","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Morocco"
"1431","v_CA11N_176","Male","Morocco","Number","v_CA11N_173","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Morocco"
"1432","v_CA11N_177","Female","Morocco","Number","v_CA11N_174","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Morocco"
"1433","v_CA11N_178","Total","Algeria","Number","v_CA11N_172","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Algeria"
"1434","v_CA11N_179","Male","Algeria","Number","v_CA11N_173","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Algeria"
"1435","v_CA11N_180","Female","Algeria","Number","v_CA11N_174","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Algeria"
"1436","v_CA11N_181","Total","Egypt","Number","v_CA11N_172","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Egypt"
"1437","v_CA11N_182","Male","Egypt","Number","v_CA11N_173","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Egypt"
"1438","v_CA11N_183","Female","Egypt","Number","v_CA11N_174","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Egypt"
"1439","v_CA11N_184","Total","South Africa, Republic of","Number","v_CA11N_172","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; South Africa, Republic of"
"1440","v_CA11N_185","Male","South Africa, Republic of","Number","v_CA11N_173","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; South Africa, Republic of"
"1441","v_CA11N_186","Female","South Africa, Republic of","Number","v_CA11N_174","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; South Africa, Republic of"
"1442","v_CA11N_187","Total","Nigeria","Number","v_CA11N_172","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Nigeria"
"1443","v_CA11N_188","Male","Nigeria","Number","v_CA11N_173","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Nigeria"
"1444","v_CA11N_189","Female","Nigeria","Number","v_CA11N_174","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Nigeria"
"1445","v_CA11N_190","Total","Ethiopia","Number","v_CA11N_172","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Ethiopia"
"1446","v_CA11N_191","Male","Ethiopia","Number","v_CA11N_173","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Ethiopia"
"1447","v_CA11N_192","Female","Ethiopia","Number","v_CA11N_174","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Ethiopia"
"1448","v_CA11N_193","Total","Kenya","Number","v_CA11N_172","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Kenya"
"1449","v_CA11N_194","Male","Kenya","Number","v_CA11N_173","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Kenya"
"1450","v_CA11N_195","Female","Kenya","Number","v_CA11N_174","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Kenya"
"1451","v_CA11N_196","Total","Other places of birth in Africa","Number","v_CA11N_172","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Other places of birth in Africa"
"1452","v_CA11N_197","Male","Other places of birth in Africa","Number","v_CA11N_173","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Other places of birth in Africa"
"1453","v_CA11N_198","Female","Other places of birth in Africa","Number","v_CA11N_174","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Africa; Other places of birth in Africa"
"1454","v_CA11N_199","Total","Asia","Number","v_CA11N_79","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia"
"1455","v_CA11N_200","Male","Asia","Number","v_CA11N_80","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia"
"1456","v_CA11N_201","Female","Asia","Number","v_CA11N_81","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia"
"1457","v_CA11N_202","Total","India","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; India"
"1458","v_CA11N_203","Male","India","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; India"
"1459","v_CA11N_204","Female","India","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; India"
"1460","v_CA11N_205","Total","China","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; China"
"1461","v_CA11N_206","Male","China","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; China"
"1462","v_CA11N_207","Female","China","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; China"
"1463","v_CA11N_208","Total","Philippines","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Philippines"
"1464","v_CA11N_209","Male","Philippines","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Philippines"
"1465","v_CA11N_210","Female","Philippines","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Philippines"
"1466","v_CA11N_211","Total","Hong Kong Special Administrative Region","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Hong Kong Special Administrative Region"
"1467","v_CA11N_212","Male","Hong Kong Special Administrative Region","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Hong Kong Special Administrative Region"
"1468","v_CA11N_213","Female","Hong Kong Special Administrative Region","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Hong Kong Special Administrative Region"
"1469","v_CA11N_214","Total","Viet Nam","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Viet Nam"
"1470","v_CA11N_215","Male","Viet Nam","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Viet Nam"
"1471","v_CA11N_216","Female","Viet Nam","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Viet Nam"
"1472","v_CA11N_217","Total","Pakistan","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Pakistan"
"1473","v_CA11N_218","Male","Pakistan","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Pakistan"
"1474","v_CA11N_219","Female","Pakistan","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Pakistan"
"1475","v_CA11N_220","Total","Sri Lanka","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Sri Lanka"
"1476","v_CA11N_221","Male","Sri Lanka","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Sri Lanka"
"1477","v_CA11N_222","Female","Sri Lanka","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Sri Lanka"
"1478","v_CA11N_223","Total","Iran","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Iran"
"1479","v_CA11N_224","Male","Iran","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Iran"
"1480","v_CA11N_225","Female","Iran","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Iran"
"1481","v_CA11N_226","Total","Korea, South","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Korea, South"
"1482","v_CA11N_227","Male","Korea, South","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Korea, South"
"1483","v_CA11N_228","Female","Korea, South","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Korea, South"
"1484","v_CA11N_229","Total","Lebanon","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Lebanon"
"1485","v_CA11N_230","Male","Lebanon","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Lebanon"
"1486","v_CA11N_231","Female","Lebanon","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Lebanon"
"1487","v_CA11N_232","Total","Taiwan","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Taiwan"
"1488","v_CA11N_233","Male","Taiwan","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Taiwan"
"1489","v_CA11N_234","Female","Taiwan","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Taiwan"
"1490","v_CA11N_235","Total","Iraq","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Iraq"
"1491","v_CA11N_236","Male","Iraq","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Iraq"
"1492","v_CA11N_237","Female","Iraq","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Iraq"
"1493","v_CA11N_238","Total","Bangladesh","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Bangladesh"
"1494","v_CA11N_239","Male","Bangladesh","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Bangladesh"
"1495","v_CA11N_240","Female","Bangladesh","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Bangladesh"
"1496","v_CA11N_241","Total","Afghanistan","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Afghanistan"
"1497","v_CA11N_242","Male","Afghanistan","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Afghanistan"
"1498","v_CA11N_243","Female","Afghanistan","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Afghanistan"
"1499","v_CA11N_244","Total","Japan","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Japan"
"1500","v_CA11N_245","Male","Japan","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Japan"
"1501","v_CA11N_246","Female","Japan","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Japan"
"1502","v_CA11N_247","Total","Turkey","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Turkey"
"1503","v_CA11N_248","Male","Turkey","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Turkey"
"1504","v_CA11N_249","Female","Turkey","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Turkey"
"1505","v_CA11N_250","Total","Other places of birth in Asia","Number","v_CA11N_199","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Other places of birth in Asia"
"1506","v_CA11N_251","Male","Other places of birth in Asia","Number","v_CA11N_200","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Other places of birth in Asia"
"1507","v_CA11N_252","Female","Other places of birth in Asia","Number","v_CA11N_201","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Asia; Other places of birth in Asia"
"1508","v_CA11N_253","Total","Oceania and other","Number","v_CA11N_79","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Oceania and other"
"1509","v_CA11N_254","Male","Oceania and other","Number","v_CA11N_80","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Oceania and other"
"1510","v_CA11N_255","Female","Oceania and other","Number","v_CA11N_81","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Oceania and other"
"1511","v_CA11N_256","Total","Fiji","Number","v_CA11N_253","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Oceania and other; Fiji"
"1512","v_CA11N_257","Male","Fiji","Number","v_CA11N_254","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Oceania and other; Fiji"
"1513","v_CA11N_258","Female","Fiji","Number","v_CA11N_255","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Oceania and other; Fiji"
"1514","v_CA11N_259","Total","Other places of birth","Number","v_CA11N_253","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Oceania and other; Other places of birth"
"1515","v_CA11N_260","Male","Other places of birth","Number","v_CA11N_254","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Oceania and other; Other places of birth"
"1516","v_CA11N_261","Female","Other places of birth","Number","v_CA11N_255","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Immigrants; Oceania and other; Other places of birth"
"1517","v_CA11N_262","Total","Non-permanent residents","Number","v_CA11N_67","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Non-permanent residents"
"1518","v_CA11N_263","Male","Non-permanent residents","Number","v_CA11N_68","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Non-permanent residents"
"1519","v_CA11N_264","Female","Non-permanent residents","Number","v_CA11N_69","Additive","CA 2011 NHS; Citizenship and Immigration; Total population in private households by immigrant status and selected places of birth; Non-permanent residents"
"1520","v_CA11N_265","Total","Total recent immigrant population in private households by selected places of birth","Number",NA,"Additive","CA 2011 NHS; Citizenship and Immigration; Total recent immigrant population in private households by selected places of birth"
"1521","v_CA11N_266","Male","Total recent immigrant population in private households by selected places of birth","Number",NA,"Additive","CA 2011 NHS; Citizenship and Immigration; Total recent immigrant population in private households by selected places of birth"
"1522","v_CA11N_267","Female","Total recent immigrant population in private households by selected places of birth","Number",NA,"Additive","CA 2011 NHS; Citizenship and Immigration; Total recent immigrant population in private households by selected places of birth"
"1523","v_CA11N_268","Total","Americas","Number","v_CA11N_265","Additive","CA 2011 NHS; Citizenship and Immigration; Total recent immigrant population in private households by selected places of birth; Americas"
"1524","v_CA11N_269","Male","Americas","Number","v_CA11N_266","Additive","CA 2011 NHS; Citizenship and Immigration; Total recent immigrant population in private households by selected places of birth; Americas"
"1525","v_CA11N_270","Female","Americas","Number","v_CA11N_267","Additive","CA 2011 NHS; Citizenship and Immigration; Total recent immigrant population in private households by selected places of birth; Americas"
"1526","v_CA11N_271","Total","United States","Number","v_CA11N_268","Additive","CA 2011 NHS; Citizenship and Immigration; Total recent immigrant population in private households by selected places of birth; Americas; United States"
"1527","v_CA11N_272","Male","United States","Number","v_CA11N_269","Additive","CA 2011 NHS; Citizenship and Immigration; Total recent immigrant population in private households by selected places of birth; Americas; United States"
"1528","v_CA11N_273","Female","United States","Number","v_CA11N_270","Additive","CA 2011 NHS; Citizenship and Immigration; Total recent immigrant population in private households by selected places of birth; Americas; United States"
"1529","v_CA11N_274","Total","Mexico","Number","v_CA11N_268","Additive","CA 2011 NHS; Citizenship and Immigration; Total recent immigrant population in private households by selected places of birth; Americas; Mexico"
